1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,4,4,4,4,4,4,4,4,4,1,1,1,2,1,1,1,4,4,4,4,4,4,4,4,4,1,
1,4,1,1,1,1,4,1,1,4,1,1,1,4,1,1,1,4,1,1,4,1,1,1,4,1,1,
1,4,0,5,0,0,4,1,1,4,1,1,1,4,1,1,1,4,1,1,4,0,5,0,4,1,1,
1,4,1,1,1,1,4,1,1,4,1,1,1,4,1,1,1,4,1,1,4,1,1,1,4,1,1,
1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,
1,4,1,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,0,1,1,
1,4,4,4,4,4,4,1,0,1,4,4,4,4,4,4,4,4,1,1,1,4,4,4,4,4,1,
1,4,1,1,1,1,4,4,4,4,4,1,4,1,1,4,1,4,4,4,4,4,1,1,1,4,1,
1,4,1,1,1,1,1,1,1,4,1,1,4,1,1,4,1,1,4,1,1,1,1,1,1,4,1,
1,4,1,1,1,1,1,1,1,4,1,4,4,4,4,4,4,1,4,1,1,1,1,1,1,4,1,
0,4,4,4,4,4,4,4,4,4,4,4,1,4,1,1,4,4,4,4,4,4,4,4,4,4,0,
1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,4,1,1,
1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,1,1,
1,4,1,4,1,1,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,4,1,1,
1,4,4,4,1,1,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,
1,4,1,4,4,4,4,4,5,1,1,4,1,4,4,4,1,4,1,4,1,1,1,1,4,1,1,
1,4,1,4,1,1,1,1,4,4,4,4,4,4,1,4,4,4,1,4,1,1,1,1,4,1,1,
1,4,1,4,4,4,4,1,4,1,1,4,1,4,4,4,1,4,1,4,1,1,1,1,4,1,1,
1,4,1,1,1,1,4,1,4,1,1,4,4,4,1,4,4,4,1,4,1,1,1,1,4,1,1,
1,4,1,-8,0,1,4,1,4,1,1,4,1,4,4,4,1,4,1,4,1,1,1,1,4,1,1,
1,4,1,-24,0,0,4,4,4,4,4,4,4,4,1,4,4,4,1,4,1,1,1,1,4,1,1,
1,4,1,1,1,1,1,4,1,1,1,1,1,4,1,4,1,1,1,4,4,4,4,4,5,1,1,
1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
89693b 
bab4b0 
