1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,
1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,4,1,
1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,1,4,1,
1,4,4,4,1,1,1,1,1,4,1,4,1,1,1,4,1,4,1,1,4,1,1,4,1,4,1,
1,4,1,4,1,1,1,1,1,4,1,4,4,4,4,4,1,4,1,1,4,1,5,4,1,4,1,
1,4,1,4,4,4,4,4,4,4,1,4,1,5,1,4,1,4,4,4,4,1,1,4,1,4,1,
1,4,1,1,1,4,1,1,1,1,1,4,1,4,1,4,1,1,1,1,4,1,1,4,1,4,1,
1,4,4,4,4,4,4,4,4,4,4,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,1,
1,4,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,4,1,
0,4,4,4,4,4,1,4,5,4,4,4,0,2,4,4,4,4,5,4,1,5,4,4,4,4,0,
1,4,1,1,1,4,1,4,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,4,1,
1,4,4,4,4,4,4,4,4,4,4,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,1,
1,4,1,1,1,4,1,1,1,1,1,4,1,4,1,4,1,1,1,1,1,4,1,1,1,4,1,
1,4,1,1,1,4,4,4,4,4,1,4,1,5,1,4,1,4,4,4,4,4,4,4,4,4,1,
1,4,1,1,1,4,1,1,1,4,1,4,4,4,4,4,1,4,1,1,1,1,1,1,1,4,1,
1,4,1,1,1,4,1,1,1,4,1,4,1,4,1,4,1,4,1,0,0,1,1,1,1,4,1,
1,4,1,1,1,4,1,1,1,4,1,4,1,4,4,4,4,4,0,-24,0,1,1,1,4,4,1,
1,4,5,1,1,4,1,1,1,4,1,4,1,1,1,4,1,4,1,1,1,1,1,4,4,4,1,
1,4,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,1,
1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,
1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
0000FF
FF0000
