1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,1,1,1,1,
1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,
1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,
1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,
1,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,1,
1,4,1,1,1,4,1,1,4,1,4,1,1,1,1,1,4,1,4,1,1,4,1,1,1,4,1,
1,4,4,4,4,4,4,4,4,1,4,1,4,4,4,1,4,1,4,4,4,4,4,4,4,4,1,
1,1,1,1,4,1,1,4,1,1,4,4,4,1,4,4,4,1,1,4,1,1,4,1,1,1,1,
1,1,1,1,4,1,1,4,1,4,4,4,1,1,1,4,4,4,1,4,1,1,4,1,1,1,1,
1,1,1,1,4,1,1,4,4,4,1,4,1,1,1,4,1,4,4,4,1,1,4,1,1,1,1,
1,1,1,1,4,1,1,4,4,1,1,4,1,1,1,4,1,1,4,4,1,1,4,1,1,1,1,
0,4,4,4,4,4,4,4,1,1,4,4,0,0,0,4,4,1,1,4,4,4,4,4,4,4,0,
1,4,1,1,1,1,1,4,1,4,4,1,1,3,1,1,4,4,1,4,1,1,1,1,1,4,1,
1,4,1,1,1,1,1,4,1,4,1,1,-8,-20,-36,1,1,4,1,4,1,1,1,1,1,4,1,
1,4,4,4,4,4,4,4,4,4,1,1,0,-24,0,1,1,4,4,4,4,4,4,4,4,4,1,
1,4,1,4,1,4,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,4,1,4,1,4,1,
1,4,1,4,1,4,1,1,1,4,4,4,4,4,4,4,4,4,1,1,1,4,1,4,1,4,1,
1,4,1,4,1,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,4,1,4,1,4,1,
1,4,4,4,4,4,4,4,4,4,1,1,1,4,1,1,1,4,4,4,4,4,4,4,4,4,1,
1,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,4,1,
1,4,4,5,4,4,1,1,1,4,4,4,4,2,4,4,4,4,1,1,1,4,4,5,4,4,1,
1,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,4,1,
1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
724c1d
dabd6d
