1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,1,
1,4,1,1,1,1,4,1,1,1,1,1,4,1,4,1,1,1,1,1,4,1,1,1,1,4,1,
1,5,1,1,1,1,4,1,1,1,1,1,4,1,4,1,1,1,1,1,4,1,1,1,1,5,1,
1,4,1,1,1,1,4,1,1,1,1,1,4,1,4,1,1,1,1,1,4,1,1,1,1,4,1,
1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,
1,4,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,4,1,
1,4,4,4,4,4,4,1,4,4,4,4,4,1,4,4,4,4,4,1,4,4,4,4,4,4,1,
1,1,1,1,1,1,4,1,1,1,1,1,0,1,0,1,1,1,1,1,4,1,1,1,1,1,1,
1,1,1,1,1,1,4,1,0,0,0,0,0,-8,0,0,0,0,0,1,4,1,1,1,1,1,1,
1,1,1,1,1,1,4,1,0,1,1,1,1,0,1,1,1,1,0,1,4,1,1,1,1,1,1,
1,1,1,1,1,1,4,1,0,1,0,0,0,0,0,0,0,1,0,1,4,1,1,1,1,1,1,
0,0,0,0,0,0,4,0,0,1,0,-24,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,
1,1,1,1,1,1,4,1,0,1,0,0,0,0,0,0,0,1,0,1,4,1,1,1,1,1,1,
1,1,1,1,1,1,4,1,0,1,1,1,1,1,1,1,1,1,0,1,4,1,1,1,1,1,1,
1,1,1,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,1,1,
1,1,1,1,1,1,4,1,0,1,1,1,1,1,1,1,1,1,0,1,4,1,1,1,1,1,1,
1,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,1,
1,4,1,1,1,1,4,1,1,1,1,1,4,1,4,1,1,1,1,1,4,1,1,1,1,4,1,
1,5,4,4,4,1,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,1,4,4,4,5,1,
1,1,1,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1,4,1,4,1,4,1,1,1,1,
1,4,4,4,4,4,4,1,4,4,4,4,4,1,4,4,4,4,4,1,4,4,4,4,4,4,1,
1,4,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,4,1,
1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
000000
3240DF
